Title,Company,Location,Description,URL
Senior Data Analyst,The State of Oklahoma,"Oklahoma County, OK",Technical Contribution: Actively contribute to the design and implementation of web-based data collection projects targeting student-level data; Assist in the…,https://www.indeed.com/viewjob?jk=da6be3575503df4d&from=serp&vjs=3
Database Analyst,University of Oklahoma,"Norman, OK","Identifies patterns and trends in data.
Assists in providing data security for users.
Assists systems and programming staff using data debugging tools.",https://www.indeed.com/viewjob?jk=3314b3a5d8257ac8&from=serp&vjs=3
Data Scientist,White Cap,Remote in Georgia,"Stay updated with the latest developments in data science, machine learning, and big data technologies.
Responsible for leveraging data science expertise to…",https://www.indeed.com/viewjob?jk=7f742308176ccdf9&from=serp&vjs=3
"Manager, Data & Insights - UTA Creators",United Talent Agency (UTA),"Los Angeles, CA","They must have a strong drive for not only identifying what the data shows, but also digging deeper to uncover the ‘why’ behind the data.",https://www.indeed.com/viewjob?jk=225760af8cad7469&from=serp&vjs=3
Data Analyst,Hobby Lobby,"Oklahoma City, OK 73179","Review and interpret data accurately in order to problem solve process efficiency.
Significant amounts of time analyzing and determining how to achieve peak…",https://www.indeed.com/viewjob?jk=001b881e0ed15a29&from=serp&vjs=3
"Machine Learning Data Associate, Alexa Information & Ads",Amazon.com Services LLC,"Santa Barbara, CA 93101 (Downtown area)","This role focuses on language data, primarily in the areas of writing and general data analysis deliverables.
Writing high-quality and engaging copy.",https://www.indeed.com/viewjob?jk=05d22abb91c0ea58&from=serp&vjs=3
Assistant Director of Business Intelligence and Reporting,ACLU,"Hybrid work in New York, NY 10004","Proficiency with SQL and familiarity with data engineering.
Experience working at a national or international organization in constituent data management.",https://www.indeed.com/viewjob?jk=a87ab4a99a9e90d7&from=serp&vjs=3
Index Data Services Associate,Institutional Shareholder Services,"New York, NY","Help with data ingestion activities and in data reconciliation tasks involving identifiers and other instrument attributes.
2+ years of relevant experience.",https://www.indeed.com/viewjob?jk=8d819ce720e24422&from=serp&vjs=3
Data Specialist,South Coast ESD,"Coos Bay, OR 97420","Ability to navigate multiple web-based data platforms.
Ability to navigate and utilize web-based data systems.
Maintains a regular filing system.",https://www.indeed.com/viewjob?jk=58bafd20cb308164&from=serp&vjs=3
Nurse (Research and Data Collection),General Dynamics Information Technology,"Fort Detrick, MD","Assess, plan, and evaluate simulations to provide data required.
Perform data collection activities and administrative work in support of the research study.",https://www.indeed.com/viewjob?jk=6b6ccf33ada5bc0a&from=serp&vjs=3
Representative I - Claims Intake Processing,NTT DATA,"Scottsdale, AZ 85261","As a Claims Intake Processor, you will be responsible for preparing and scanning in paper claims into the production environment.",https://www.indeed.com/viewjob?jk=a75d1dd6e5dbbdc0&from=serp&vjs=3
Database Administrator,Buckingham Browne & Nichols School,"Cambridge, MA 02138 (West Cambridge area)","Knowledge of data security best practices and disaster recovery procedures.
Strong proficiency and experience with databases and data management systems.",https://www.indeed.com/viewjob?jk=7fd53b340bb9e188&from=serp&vjs=3
Data Analyst,Planned Parenthood Arizona Inc,"Phoenix, AZ 85014 (Camelback East area)","Performs in-depth analysis of end user department workflows, data collection, reports details and other inputs to ensure accuracy of data reporting.",https://www.indeed.com/viewjob?jk=7c60c24d102c6ca3&from=serp&vjs=3
IDMS Data Entry Analyst,"Team Industrial Services, Inc.","Pasadena, TX","O Ensure accurate and comprehensive data entry, adhering to established standards and protocols.
Seft starter with an above average understanding of mechanical…",https://www.indeed.com/viewjob?jk=81d98e7311a395af&from=serp&vjs=3
Research Data Scientist - Python and AI modeling preferred,NYU Langone,"New York, NY",The scientist is also expected to take advantage of NYU Grossman School of Medicine’s rich ecosystem of education data (a comprehensive education data warehouse…,https://www.indeed.com/viewjob?jk=7bca5ea2fec8d85c&from=serp&vjs=3
Marketing Data Strategist,SAP,"Houston, TX 77098 (Montrose area)","Core responsibility will be to truly understand data and create data lineage necessary for data strategy.
Deep Experience with CRM data structures and account &…",https://www.indeed.com/viewjob?jk=3c5b0e1fd26b1ebd&from=serp&vjs=3
Business Analyst 3 (2 vacancies),Metropolitan Council,"Hybrid work in Minneapolis, MN","Any of the following combinations of experience in business analysis work including functional requirements gathering, business process mapping, process…",https://www.indeed.com/viewjob?jk=cbc5cafd5a46d1e6&from=serp&vjs=3
Biodiversity Data Coordinator,Yale University,"New Haven, CT 06511 (Prospect Hill area)","Identify data gaps to drive priorities for data mobilization team.7.
Assess the data quality of datasets prepared by technicians and other data contributors to…",https://www.indeed.com/viewjob?jk=fd147ba2d0d89f01&from=serp&vjs=3
Data Science- Remote,Cognizant,"Remote in Johnston, RI 02919","Our clients need flexible data structures and a streamlined data architecture that quickly turns data resources into informative, meaningful intelligence.",https://www.indeed.com/viewjob?jk=a20bd34fb8a2cbaf&from=serp&vjs=3
Jr. Yield/Business Analyst,Tauck,"Wilton, CT","Maintains information and data collection for all Revenue Management functions and tools; including year-end reports, utilization reporting, historic data, and…",https://www.indeed.com/viewjob?jk=be549d2cf3334a19&from=serp&vjs=3
Data Engineering Specialist,Cognizant,"El Segundo, CA 90245","Design and maintain scalable data pipelines to support large-scale data processing.
Oversee the integration of data from various sources to ensure seamless data…",https://www.indeed.com/viewjob?jk=18849555e528cf2d&from=serp&vjs=3
BI Analyst,Offerpad,"Chandler, AZ 85286","2+ years BI Analyst experience; data modeling, working with data to provide reporting and analysis.
Works with business partners and leaders at all levels on…",https://www.indeed.com/viewjob?jk=d9fbe51741129967&from=serp&vjs=3
Data & Allocation Analyst,Hasbro,"Providence, RI 02903 (Downtown area)","Report building, and data analytics expertise.
You will gather, transform, and report large sets of unstructured data into structured information for analysis,…",https://www.indeed.com/viewjob?jk=441a36272d08a2c8&from=serp&vjs=3
Data Scientist 3,United Launch Alliance,"Centennial, CO 80112","Technical expertise regarding data models, data mining, data extraction and wrangling techniques.
Develop visualizations to describe data sets under…",https://www.indeed.com/viewjob?jk=77fafa520bbe4db9&from=serp&vjs=3
Data Engineer,Grant Street Group,Remote,We are looking for a data engineer who has a strong technical background and interest in ETL processes and data warehousing.,https://www.indeed.com/viewjob?jk=184f81b50180928e&from=serp&vjs=3
Research Data Scientist - Python and AI modeling preferred,NYU Langone,"New York, NY",The scientist is also expected to take advantage of NYU Grossman School of Medicine’s rich ecosystem of education data (a comprehensive education data warehouse…,https://www.indeed.com/viewjob?jk=7bca5ea2fec8d85c&from=serp&vjs=3
Marketing Data Strategist,SAP,"Houston, TX 77098 (Montrose area)","Core responsibility will be to truly understand data and create data lineage necessary for data strategy.
Deep Experience with CRM data structures and account &…",https://www.indeed.com/viewjob?jk=3c5b0e1fd26b1ebd&from=serp&vjs=3
Business Analyst 3 (2 vacancies),Metropolitan Council,"Hybrid work in Minneapolis, MN","Any of the following combinations of experience in business analysis work including functional requirements gathering, business process mapping, process…",https://www.indeed.com/viewjob?jk=cbc5cafd5a46d1e6&from=serp&vjs=3
Climate Data Scientist,Booz Allen,"Arlington, VA","Experience with blending physical information with statistics to account for uncertainties in model and data.
Ability to obtain a security clearance.",https://www.indeed.com/viewjob?jk=e2418c3e637e8232&from=serp&vjs=3
Biodiversity Data Coordinator,Yale University,"New Haven, CT 06511 (Prospect Hill area)","Identify data gaps to drive priorities for data mobilization team.7.
Assess the data quality of datasets prepared by technicians and other data contributors to…",https://www.indeed.com/viewjob?jk=fd147ba2d0d89f01&from=serp&vjs=3
Data Science- Remote,Cognizant,"Remote in Johnston, RI 02919","Our clients need flexible data structures and a streamlined data architecture that quickly turns data resources into informative, meaningful intelligence.",https://www.indeed.com/viewjob?jk=a20bd34fb8a2cbaf&from=serp&vjs=3
Jr. Yield/Business Analyst,Tauck,"Wilton, CT","Maintains information and data collection for all Revenue Management functions and tools; including year-end reports, utilization reporting, historic data, and…",https://www.indeed.com/viewjob?jk=be549d2cf3334a19&from=serp&vjs=3
Data Engineering Specialist,Cognizant,"El Segundo, CA 90245","Design and maintain scalable data pipelines to support large-scale data processing.
Oversee the integration of data from various sources to ensure seamless data…",https://www.indeed.com/viewjob?jk=18849555e528cf2d&from=serp&vjs=3
BI Analyst,Offerpad,"Chandler, AZ 85286","2+ years BI Analyst experience; data modeling, working with data to provide reporting and analysis.
Works with business partners and leaders at all levels on…",https://www.indeed.com/viewjob?jk=d9fbe51741129967&from=serp&vjs=3
Data & Allocation Analyst,Hasbro,"Providence, RI 02903 (Downtown area)","Report building, and data analytics expertise.
You will gather, transform, and report large sets of unstructured data into structured information for analysis,…",https://www.indeed.com/viewjob?jk=441a36272d08a2c8&from=serp&vjs=3
Data Scientist 3,United Launch Alliance,"Centennial, CO 80112","Technical expertise regarding data models, data mining, data extraction and wrangling techniques.
Develop visualizations to describe data sets under…",https://www.indeed.com/viewjob?jk=77fafa520bbe4db9&from=serp&vjs=3
Data Engineer,Grant Street Group,Remote,We are looking for a data engineer who has a strong technical background and interest in ETL processes and data warehousing.,https://www.indeed.com/viewjob?jk=184f81b50180928e&from=serp&vjs=3
Data Analyst,CACI,"Norco, CA 92860","Knowledge of assessment measures and the data required to assess them.
Process raw data into useable H5 format via in house applications and tools.",https://www.indeed.com/viewjob?jk=8650861bb6ed41f6&from=serp&vjs=3
Data Analyst,CACI,"Norco, CA 92860","Knowledge of assessment measures and the data required to assess them.
Process raw data into useable H5 format via in house applications and tools.",https://www.indeed.com/viewjob?jk=8650861bb6ed41f6&from=serp&vjs=3
HR Data Analyst,Harris County,"Houston, TX 77092 (Lazybrook - Timbergrove area)","Implement and enforce data privacy and security measures to safeguard HR data and protect employee privacy rights.
Experience with HRIS systems (i.e., ClayHR).",https://www.indeed.com/viewjob?jk=bdb291c45c00e9cb&from=serp&vjs=3
